dim,activation,dtype,competitor,measurement,value
2048,relu2,float32,PreCompiledGatedMLP,Backward Peak Memory (GB),0.444859392
2048,relu2,float32,TritonGatedMLP,Forward Time (ms),1047.00302734375
2048,relu2,float32,TritonGatedMLP,Backward Time (ms),5.756249999999909
2048,relu2,float32,TritonGatedMLP,Forward Peak Memory (GB),0.29805824
2048,relu2,float32,TritonGatedMLP,Backward Peak Memory (GB),0.503579648
2048,relu2,float16,GatedMLP,Forward Time (ms),0.9375328063964844
2048,relu2,float16,GatedMLP,Backward Time (ms),1.9526782989501954
2048,relu2,float16,GatedMLP,Forward Peak Memory (GB),0.165937664
2048,relu2,float16,GatedMLP,Backward Peak Memory (GB),0.230949888
2048,relu2,float16,PreCompiledGatedMLP,Forward Time (ms),0.9088255882263183
2048,relu2,float16,PreCompiledGatedMLP,Backward Time (ms),1.7828352928161622
2048,relu2,float16,PreCompiledGatedMLP,Forward Peak Memory (GB),0.149160448
2048,relu2,float16,PreCompiledGatedMLP,Backward Peak Memory (GB),0.230949888
2048,relu2,float16,TritonGatedMLP,Forward Time (ms),534.8279296875
2048,relu2,float16,TritonGatedMLP,Backward Time (ms),2.5560058593749773
2048,relu2,float16,TritonGatedMLP,Forward Peak Memory (GB),0.157549056
2048,relu2,float16,TritonGatedMLP,Backward Peak Memory (GB),0.260310016
2048,relu2,bfloat16,GatedMLP,Forward Time (ms),0.9331711769104004
2048,relu2,bfloat16,GatedMLP,Backward Time (ms),1.9521536827087402
2048,relu2,bfloat16,GatedMLP,Forward Peak Memory (GB),0.165937664
2048,relu2,bfloat16,GatedMLP,Backward Peak Memory (GB),0.230949888
2048,relu2,bfloat16,PreCompiledGatedMLP,Forward Time (ms),0.9065567970275878
2048,relu2,bfloat16,PreCompiledGatedMLP,Backward Time (ms),1.8135968208312987
2048,relu2,bfloat16,PreCompiledGatedMLP,Forward Peak Memory (GB),0.149160448
2048,relu2,bfloat16,PreCompiledGatedMLP,Backward Peak Memory (GB),0.230949888
2048,relu2,bfloat16,TritonGatedMLP,Forward Time (ms),527.43017578125
2048,relu2,bfloat16,TritonGatedMLP,Backward Time (ms),3.1557128906249545
2048,relu2,bfloat16,TritonGatedMLP,Forward Peak Memory (GB),0.157549056
2048,relu2,bfloat16,TritonGatedMLP,Backward Peak Memory (GB),0.260310016
2048,silu,float32,GatedMLP,Forward Time (ms),1.9007488250732423
2048,silu,float32,GatedMLP,Backward Time (ms),4.037120056152343
2048,silu,float32,GatedMLP,Forward Peak Memory (GB),0.29805824
2048,silu,float32,GatedMLP,Backward Peak Memory (GB),0.444859392
2048,silu,float32,PreCompiledGatedMLP,Forward Time (ms),1.859872055053711
2048,silu,float32,PreCompiledGatedMLP,Backward Time (ms),3.804281616210937
2048,silu,float32,PreCompiledGatedMLP,Forward Peak Memory (GB),0.281281024
2048,silu,float32,PreCompiledGatedMLP,Backward Peak Memory (GB),0.444859392
2048,silu,float32,TritonGatedMLP,Forward Time (ms),1049.4962890625
2048,silu,float32,TritonGatedMLP,Backward Time (ms),5.42822265625
2048,silu,float32,TritonGatedMLP,Forward Peak Memory (GB),0.29805824
2048,silu,float32,TritonGatedMLP,Backward Peak Memory (GB),0.503579648
2048,silu,float16,GatedMLP,Forward Time (ms),0.9236448287963868
2048,silu,float16,GatedMLP,Backward Time (ms),1.901980781555176
2048,silu,float16,GatedMLP,Forward Peak Memory (GB),0.157549056
2048,silu,float16,GatedMLP,Backward Peak Memory (GB),0.230949888
2048,silu,float16,PreCompiledGatedMLP,Forward Time (ms),0.9228032112121582
2048,silu,float16,PreCompiledGatedMLP,Backward Time (ms),1.8100672721862792
2048,silu,float16,PreCompiledGatedMLP,Forward Peak Memory (GB),0.149160448
2048,silu,float16,PreCompiledGatedMLP,Backward Peak Memory (GB),0.230949888
2048,silu,float16,TritonGatedMLP,Forward Time (ms),535.063232421875
2048,silu,float16,TritonGatedMLP,Backward Time (ms),2.7332519531249773
2048,silu,float16,TritonGatedMLP,Forward Peak Memory (GB),0.157549056
2048,silu,float16,TritonGatedMLP,Backward Peak Memory (GB),0.260310016
2048,silu,bfloat16,GatedMLP,Forward Time (ms),0.9061408042907715
2048,silu,bfloat16,GatedMLP,Backward Time (ms),1.9123232841491697
2048,silu,bfloat16,GatedMLP,Forward Peak Memory (GB),0.157549056
2048,silu,bfloat16,GatedMLP,Backward Peak Memory (GB),0.230949888
2048,silu,bfloat16,PreCompiledGatedMLP,Forward Time (ms),0.9050111770629883
2048,silu,bfloat16,PreCompiledGatedMLP,Backward Time (ms),1.8398399353027344
2048,silu,bfloat16,PreCompiledGatedMLP,Forward Peak Memory (GB),0.149160448
2048,silu,bfloat16,PreCompiledGatedMLP,Backward Peak Memory (GB),0.230949888
2048,silu,bfloat16,TritonGatedMLP,Forward Time (ms),528.47021484375
2048,silu,bfloat16,TritonGatedMLP,Backward Time (ms),2.7389160156250227
2048,silu,bfloat16,TritonGatedMLP,Forward Peak Memory (GB),0.157549056
2048,silu,bfloat16,TritonGatedMLP,Backward Peak Memory (GB),0.260310016
